"ken","kuno","kucode","kuname","就業者数_0_総数","就業者数_A_管理的職業従事者","就業者数_B_専門的・技術的職業従事者","就業者数_C_事務従事者","就業者数_D_販売従事者","就業者数_E_サービス職業従事者","就業者数_F_保安職業従事者","就業者数_G_農林漁業従事者","就業者数_H_生産工程従事者","就業者数_I_輸送・機械運転従事者","就業者数_J_建設・採掘従事者","就業者数_K_運搬・清掃・包装等従事者","就業者数_L_分類不能の職業"
27,18,2718,"大阪18区",218618,3871,35314,43051,27677,26205,4686,2009,28831,9074,9936,19671,8293
27,19,2719,"大阪19区",157100,2760,23891,30349,18490,19894,4049,2781,21539,6570,6763,14466,5548
28,1,2801,"兵庫1区",207519,5863,48065,49868,29952,24524,2886,358,15482,5331,4479,13352,7359
28,2,2802,"兵庫2区",192646,3379,34282,36930,24595,27908,3957,1913,20071,7308,7014,17314,7975
28,3,2803,"兵庫3区",149917,2740,30096,31670,20156,19374,3185,627,15468,4928,4759,11766,5148
28,4,2804,"兵庫4区",229866,4109,37678,42425,22756,24768,3774,7154,45356,7626,7907,18828,7485
28,5,2805,"兵庫5区",212377,4711,34953,38428,22543,27413,3702,11376,33761,6130,8502,16020,4838
28,6,2806,"兵庫6区",218782,4542,44320,46157,30979,26990,6665,1826,22141,6156,7111,14604,7291
28,7,2807,"兵庫7区",227226,7230,50816,58396,35212,24218,3168,633,16188,5171,5302,14204,6688
28,8,2808,"兵庫8区",185592,2852,31231,38487,25548,23017,2493,659,24296,6603,8216,15204,6986
28,9,2809,"兵庫9区",188780,3010,31889,36207,21596,22774,3289,11147,27394,5579,6215,12976,6704
28,10,2810,"兵庫10区",184388,2673,30031,33984,19935,20334,3550,1817,37851,6610,7681,13616,6306
28,11,2811,"兵庫11区",225948,4428,37320,40632,27777,25982,4042,1624,41999,7863,11490,16429,6362
28,12,2812,"兵庫12区",154413,2881,22651,26832,13585,17893,2280,4855,34150,6092,7771,12188,3235
