"ken","kuno","kucode","kuname","人口_総数","人口_卒業者","人口_（卒業者）小学校","人口_（卒業者）中学校","人口_（卒業者）高校・旧中","人口_（卒業者）短大・高専","人口_（卒業者）大学","人口_（卒業者）大学院","人口_（卒業者）不詳","人口_在学者","人口_未就学者","人口_在学か否かの別「不詳」"
43,3,4303,"熊本3区",167882,158995,2950,24706,81062,27438,13950,651,8238,8689,197,1
43,4,4304,"熊本4区",221009,210981,6781,49776,99455,30988,12424,549,11008,9671,357,0
44,1,4401,"大分1区",205360,192742,1372,15042,95547,42477,22780,1387,14137,12561,55,2
44,2,4402,"大分2区",144536,138487,3293,24299,74239,21010,8596,371,6679,5909,140,0
44,3,4403,"大分3区",164403,155456,1741,18381,76571,29864,12965,642,15292,8846,100,1
45,1,4501,"宮崎1区",192110,179796,1797,19754,77549,33822,19418,1140,26316,12137,176,1
45,2,4502,"宮崎2区",146731,139681,3262,31393,65629,21202,8151,404,9640,6945,105,0
45,3,4503,"宮崎3区",150153,142928,3918,32767,68932,21644,7704,318,7645,6989,235,1
46,1,4601,"鹿児島1区",190306,177453,1414,15100,74031,43869,19316,1383,22340,12774,79,0
46,2,4602,"鹿児島2区",179701,170072,3870,30997,77646,34268,11475,599,11217,9367,262,0
46,3,4603,"鹿児島3区",175052,165915,3503,31750,83002,30227,9149,457,7827,8852,285,0
46,4,4604,"鹿児島4区",174720,167007,3879,33169,78060,26994,8268,436,16201,7512,201,0
47,1,4701,"沖縄1区",141249,131018,2094,12177,42589,25650,18258,1206,29044,9998,232,1
47,2,4702,"沖縄2区",156390,143299,2371,13487,45128,26724,16914,1127,37548,12779,309,3
47,3,4703,"沖縄3区",164381,151600,3243,18892,49937,24627,13025,744,41132,12321,458,2
47,4,4704,"沖縄4区",150509,140243,3941,18529,48502,29086,14862,700,24623,9747,519,0
