kucode,pref_id,district_name,total_pop,foreigners,pct_foreigners,kuname_x,就業者数_0_総数,就業者数_A_農業，林業,就業者数_01_うち農業,就業者数_B_漁業,就業者数_C_鉱業，採石業，砂利採取業,就業者数_D_建設業,就業者数_E_製造業,就業者数_F_電気・ガス・熱供給・水道業,就業者数_G_情報通信業,就業者数_H_運輸業，郵便業,就業者数_I_卸売業，小売業,就業者数_J_金融業，保険業,就業者数_K_不動産業，物品賃貸業,就業者数_L_学術研究，専門・技術サービス業,就業者数_M_宿泊業，飲食サービス業,就業者数_N_生活関連サービス業，娯楽業,就業者数_O_教育，学習支援業,就業者数_P_医療，福祉,就業者数_Q_複合サービス事業,就業者数_R_サービス業（他に分類されないもの）,就業者数_S_公務（他に分類されるものを除く）,就業者数_T_分類不能の産業,就業者数_R1_（再掲）第1次産業,就業者数_R2_（再掲）第2次産業,就業者数_R3_（再掲）第3次産業,kuname_y,人口_総数,人口_0～4歳,人口_5～9歳,人口_10～14歳,人口_15～19歳,人口_20～24歳,人口_25～29歳,人口_30～34歳,人口_35～39歳,人口_40～44歳,人口_45～49歳,人口_50～54歳,人口_55～59歳,人口_60～64歳,人口_65～69歳,人口_70～74歳,人口_75～79歳,人口_80～84歳,人口_85～89歳,人口_90～94歳,人口_95～99歳,人口_100歳以上,人口_年齢「不詳」,人口_（再掲）15歳未満,人口_（再掲）15～64歳,人口_（再掲）65歳以上,人口_（再掲）75歳以上,人口_（再掲）85歳以上,人口_（再掲）20～69歳
2601,26,京都1区,496239,14953,0.030132657852365494,京都1区,206612,1136,1061,4,7,8196,30271,614,6476,7658,36151,4770,6708,9774,18012,6905,15100,26693,795,13514,6086,7742,1140,38474,159256,京都1区,496239,15501,16755,17011,22100,33847,27841,27525,29024,32243,36390,32591,29421,24794,25623,32168,24551,19197,13847,6538,1866,325,27081,49267,295776,124115,66324,22576,299299
2602,26,京都2区,337742,9381,0.027775639393383116,京都2区,130223,852,812,2,4,6996,13870,400,3291,4704,21401,2552,4122,5838,12495,4472,12110,19952,486,8633,3038,5005,854,20870,103494,京都2区,337742,9964,11489,12044,15867,24880,15914,15264,16721,19946,23938,21716,19001,17057,18721,25528,19941,14849,10552,5084,1517,291,17458,33497,190304,96483,52234,17444,193158
2603,26,京都3区,431278,9124,0.021155727859988222,京都3区,177899,1715,1688,1,10,10825,31327,688,4450,10837,28358,3906,4303,6330,10474,5779,10256,24731,763,11839,5359,5948,1716,42162,128073,京都3区,431278,16025,17031,18314,20179,22784,20356,21547,24265,28148,34626,30064,25649,21865,25042,32437,25409,18058,11993,5396,1517,305,10268,51370,249483,120157,62678,19211,254346
2604,26,京都4区,482594,8447,0.017503325776947083,京都4区,200692,5220,4886,8,12,11853,31780,671,4095,8931,33100,4179,4855,7170,13367,7048,12066,28885,1405,12599,6158,7290,5228,43645,144529,京都4区,482594,16594,18753,19807,22923,25141,21361,22532,25488,29543,35865,32009,29541,27002,29878,36535,28324,20666,13818,6683,1784,302,18045,55154,271405,137990,71577,22587,278360
2605,26,京都5区,279126,2891,0.010357329664739222,京都5区,135605,6476,6288,670,73,11011,24738,954,560,5438,18194,2050,1320,2369,7498,3978,6825,19582,1585,7772,10185,4327,7146,35822,88310,京都5区,279126,9757,11142,12014,12716,9160,10459,12091,13675,16222,19996,17280,17078,17496,19358,23819,17944,14418,11371,6505,1949,376,4300,32913,146173,95740,52563,20201,152815
2606,26,京都6区,551108,7646,0.013873868642806854,京都6区,235396,5228,5181,7,48,13415,41075,1293,5051,13821,36923,4820,4588,7973,11114,8338,14991,32760,1516,13675,10277,8483,5235,54538,167140,京都6区,551108,19832,24252,27180,28957,27866,21626,24249,29543,37019,45872,37584,31993,29366,35422,45299,34605,22636,13900,6195,1658,293,5761,71264,314075,160008,79287,22046,320540
2701,27,大阪1区,533094,33017,0.06193466818234683,大阪1区,209327,127,103,12,3,9788,24877,750,12331,9667,38071,6335,8363,12303,15689,7848,8606,24068,575,15550,4462,9902,139,34668,164618,大阪1区,533094,19990,18331,16400,16849,33113,46954,44791,42690,40587,41591,35113,29182,23462,23804,26342,19985,15369,10441,4600,1154,188,22158,54721,354332,101883,51737,16383,361287
2702,27,大阪2区,558305,36864,0.0660284253230761,大阪2区,208635,323,317,7,3,13312,33968,680,5774,10337,35183,4387,6801,7184,12890,6857,9557,31460,887,15074,3917,10034,330,47283,150988,大阪2区,558305,18971,20201,21102,23771,29575,29879,28902,29354,32759,41873,40251,35924,29175,30356,37659,32673,26556,17750,7554,1862,348,21810,60274,321463,154758,86743,27514,328048
2703,27,大阪3区,441322,15764,0.035719950512324336,大阪3区,158088,203,193,6,6,10841,19079,632,4328,13398,27570,2897,4722,4796,10661,5296,5700,22162,645,13772,2614,8760,209,29926,119193,大阪3区,441322,12882,14032,15288,16528,21637,21602,21138,22520,25487,32400,31128,28385,24814,29069,35767,28486,21913,14038,5902,1526,249,16531,42202,245639,136950,72114,21715,258180
2704,27,大阪4区,495651,13949,0.028142785952212344,大阪4区,205162,138,119,5,12,10572,25797,826,13398,8832,34435,5982,7437,12042,14610,7008,8958,24460,640,16069,5071,8870,143,36381,159768,大阪4区,495651,19682,18014,17054,17545,25017,34845,36243,36967,37691,41225,34472,28743,23397,24089,27929,21265,16095,11076,4670,1121,170,18341,54750,316145,106415,54397,17037,322689
2705,27,大阪5区,521679,18070,0.03463815871445851,大阪5区,210981,207,202,25,10,14565,31124,784,10687,13627,35913,4583,6327,8805,13842,7908,7041,23714,732,18246,2874,9967,232,45699,155083,大阪5区,521679,17286,17556,18026,20428,32314,38505,34441,33137,34620,41488,36438,30890,25385,27370,32532,25770,19684,12488,5380,1333,240,16368,52868,327646,124797,64895,19441,334588
2706,27,大阪6区,465221,8978,0.019298354975377293,大阪6区,192486,354,350,2,3,15930,30928,583,6862,13442,30821,3693,5347,6390,11103,6148,6948,24350,679,16005,3473,9425,356,46861,135844,大阪6区,465221,16881,17450,18704,20647,23816,24238,24713,25491,29708,38811,35208,29431,23156,25461,32571,28621,22053,13127,5169,1249,225,8491,53035,275219,128476,70444,19770,280033
2707,27,大阪7区,473023,6100,0.01289577885219112,大阪7区,206566,399,388,6,7,12991,26703,846,9093,12932,36922,6796,7307,9838,10562,6518,12109,25528,813,15344,4650,7202,405,39701,159258,大阪7区,473023,20426,21633,20783,22851,26297,23742,25838,29234,32514,38940,34214,27759,22056,23864,29555,23526,17257,10616,4454,1150,185,16129,62842,283445,110607,57188,16405,284458
2708,27,大阪8区,506551,7169,0.014152572988702027,大阪8区,218655,855,849,5,14,12776,27954,1052,8645,10896,36843,7262,8379,10478,12793,7322,14229,29559,669,15830,5488,7606,860,40744,169445,大阪8区,506551,21532,23199,23029,23677,26147,23803,26769,30488,34751,41608,37132,31874,26077,27100,33870,28062,21848,14208,6219,1618,240,3300,67760,302326,133165,72195,22285,305749
2709,27,大阪9区,451956,5777,0.012782217738009895,大阪9区,193089,1703,1675,1,15,11413,24125,846,6338,13226,33240,5041,6319,8869,9973,6055,13882,27165,712,12651,5172,6343,1704,35553,149489,大阪9区,451956,18081,21437,21895,22607,24233,20298,23031,26376,31208,36910,31676,25947,22667,25372,31578,25072,17257,10607,4943,1331,235,9195,61413,264953,116395,59445,17116,267718
2710,27,大阪10区,383625,3246,0.0084613880742913,大阪10区,160993,813,784,7,12,9459,23646,1001,5345,10908,26136,4281,4390,6397,7619,5029,9349,24451,790,11155,4025,6180,820,33117,120876,大阪10区,383625,14287,15869,17475,17794,18088,16608,18402,21352,25272,31571,27299,22340,19533,22350,28829,25227,17789,10622,4580,1160,167,7011,47631,218259,110724,59545,16529,222815
2711,27,大阪11区,472322,3589,0.007598629748349643,大阪11区,193704,1068,1059,4,10,11587,30296,934,6096,11172,30769,4763,5085,7146,9689,6543,11386,29445,913,12825,7019,6954,1072,41893,143785,大阪11区,472322,15532,18484,20901,22842,21885,17685,19577,23269,29043,36886,32845,27923,24286,28383,35595,29564,19851,11676,5124,1443,229,29299,54917,256241,131865,67887,18472,261782
2712,27,大阪12区,404277,5635,0.013938462984537828,大阪12区,171302,568,565,9,4,14455,28177,652,4521,13008,27013,3234,4441,4912,9557,5703,7063,22722,735,12573,4384,7571,577,42636,120518,大阪12区,404277,13796,15524,17370,19601,21351,18131,18214,20033,25520,34528,30996,24582,19885,23900,31367,26835,18086,9763,3643,919,146,10087,46690,232841,114659,59392,14471,237140
2713,27,大阪13区,493940,13235,0.02679475239907681,大阪13区,192042,518,515,7,1,12658,40671,600,4620,13509,32959,3411,5494,4944,10398,5781,7113,23981,917,12398,3041,9021,525,53330,129166,大阪13区,493940,15413,17465,19391,22930,27417,23878,23333,24919,29457,39766,36488,30684,24717,27522,35835,30727,22381,12880,4900,1339,207,22291,52269,283589,135791,72434,19326,288181
2714,27,大阪14区,505841,10019,0.0198066190759547,大阪14区,217257,1757,1743,13,7,14728,42767,892,4414,12014,35570,4184,5646,6140,11101,6844,10127,30993,1103,13469,6317,9171,1770,57502,148814,大阪14区,505841,17691,20047,21810,25130,26504,22844,23511,25859,30999,40783,37632,32344,26409,30222,38062,32751,23665,14074,5779,1487,223,8015,59548,292015,146263,77979,21563,297107
2715,27,大阪15区,457686,4605,0.010061483200272676,大阪15区,189892,2417,2377,3,1,13574,30407,849,3662,10340,30576,3598,4446,5441,9459,6270,10427,30924,1245,12048,6412,7793,2420,43982,135697,大阪15区,457686,14715,17242,19329,22527,23393,18735,19352,21844,26336,35311,32162,29559,26764,30427,37799,31949,22306,13217,5794,1476,236,7213,51286,255983,143204,74978,20723,263883
2716,27,大阪16区,393482,6694,0.017012214027579405,大阪16区,169316,483,481,18,4,11236,25257,908,4586,9856,27911,4163,4759,5807,9122,5333,9229,24747,819,11728,6434,6916,501,36497,125402,大阪16区,393482,14998,15693,16643,17461,19552,20083,21309,22119,25833,32458,28078,23734,19180,21438,27485,22720,16773,10383,4649,1163,170,11560,47334,229807,104781,55858,16365,233784
2717,27,大阪17区,395075,5240,0.013263304435866607,大阪17区,162181,935,931,22,2,12412,23847,783,3366,11170,26754,3271,4152,4801,8607,5591,8325,25938,894,10797,3784,6730,957,36261,118233,大阪17区,395075,13952,16855,19228,20062,18221,16231,17025,20445,25787,33381,27707,22725,19652,24246,31655,26246,18070,10486,4508,1196,209,7188,50035,221236,116616,60715,16399,225420
2718,27,大阪18区,521767,6759,0.012954058037399836,大阪18区,218618,1845,1831,184,7,15855,33281,1126,3935,18285,35723,4553,5345,5746,10469,7334,10601,32346,1296,14527,7401,8759,2029,49143,158687,大阪18区,521767,19228,22332,24890,27753,28505,24049,24557,27213,32464,43030,38761,33056,28210,31071,36887,29526,21570,13369,5737,1474,241,7844,66450,307598,139875,71917,20821,310916
2719,27,大阪19区,362868,3971,0.010943373347884078,大阪19区,157100,2390,2377,368,5,10670,24317,909,2394,14295,24515,2828,3033,3620,8346,5477,7151,22667,1106,10445,6796,5768,2758,34992,113582,大阪19区,362868,12071,14576,16827,19818,20130,15846,15878,18172,22326,29359,26079,23003,20156,23205,27415,22713,15886,9814,4252,1047,167,4128,43474,210767,104499,53879,15280,214154
2801,28,兵庫1区,497827,15478,0.031091122016282766,兵庫1区,207519,289,276,12,11,9231,24602,884,7649,12984,34462,5783,7329,11043,13295,7014,13802,29248,570,14707,6590,8014,301,33844,165360,兵庫1区,497827,17715,18826,18866,20894,27291,24231,25571,28656,32203,38471,34087,29555,25174,25160,29266,22177,17127,12895,6225,1591,243,41603,55407,286133,114684,60258,20954,290399
2802,28,兵庫2区,457231,10955,0.023959442819931284,兵庫2区,192646,1569,1548,95,7,11662,23672,884,4703,14988,31571,3499,4625,6822,13211,7281,9459,28874,1107,14723,5429,8465,1664,35341,147176,兵庫2区,457231,13423,15900,18512,19383,20395,19423,19864,22481,26470,34256,30802,28223,26283,29452,35574,28760,21406,14546,6610,1950,305,23213,47835,247580,138603,73577,23411,257649
2803,28,兵庫3区,374021,4764,0.012737252721103895,兵庫3区,149917,413,400,146,4,8039,20262,614,3608,10299,25332,3386,4096,6151,8035,4774,9156,23523,680,10781,5023,5595,559,28305,115458,兵庫3区,374021,13290,15469,15677,16136,15087,13514,16528,19755,22634,27279,24400,22457,21299,23603,29117,23787,17820,12120,5408,1456,216,16969,44436,199089,113527,60807,19200,206556
2804,28,兵庫4区,503012,8689,0.017273941774748912,兵庫4区,229866,6857,6736,20,31,12949,56703,805,2688,13560,32566,3505,3442,6420,9729,8249,12318,30711,1883,12180,7365,7885,6877,69683,145421,兵庫4区,503012,16195,20318,22906,24524,22360,20137,22381,25894,30834,37481,32806,31968,32354,36791,39707,29462,20302,14624,7447,2099,353,12069,59419,280739,150785,74287,24523,293006
2805,28,兵庫5区,447800,4165,0.009301027244305494,兵庫5区,212377,10879,10397,672,67,14000,39797,1149,3029,9030,31232,3755,2827,5873,12007,7483,12144,30230,2721,12403,7993,5086,11551,53864,141876,兵庫5区,447800,14628,19026,20728,20529,16506,15917,18746,22724,26301,30780,28886,30226,32266,35076,36299,27151,20730,16523,9009,2635,469,2645,54382,242881,147892,76517,28636,257428
2806,28,兵庫6区,527080,6294,0.01194126128860894,兵庫6区,218782,1692,1684,4,13,12701,31465,1035,7194,11151,35767,5607,6712,9209,11214,8030,13099,31026,832,14636,9532,7863,1696,44179,165044,兵庫6区,527080,20856,23227,24353,25268,24598,21647,24963,29238,35234,44519,40080,33544,28001,30359,37838,31739,23749,15155,6744,1828,327,3813,68436,307092,147739,79542,24054,312183
2807,28,兵庫7区,536705,7086,0.013202783652099384,兵庫7区,227226,622,605,12,8,11243,27873,1637,8918,12276,38584,8435,9111,11723,11453,7778,15540,32239,735,15144,6511,7384,634,39124,180084,兵庫7区,536705,21366,24265,25789,27858,26632,23073,26070,30954,36935,46019,41660,34395,28287,28545,34606,26353,19742,13496,6236,1582,255,12587,71420,321883,130815,67664,21569,322570
2808,28,兵庫8区,459593,8420,0.018320557536777107,兵庫8区,185592,536,531,7,11,13817,30977,691,6134,12139,30180,4128,5329,6639,10280,6734,7363,24393,656,14416,3595,7567,543,44805,132677,兵庫8区,459593,16168,15698,16112,16959,19542,22334,22795,24377,27404,33568,30731,26216,22390,25403,31323,25927,19207,11768,4966,1305,214,45186,47978,246316,120113,63387,18253,254760
2809,28,兵庫9区,430941,4297,0.00997120255441,兵庫9区,188780,9124,9097,2167,12,10131,34001,835,3184,9115,28809,3864,3298,5917,10652,5970,8535,26713,1905,10997,6413,7138,11291,44144,126207,兵庫9区,430941,17916,18819,18444,18492,17327,19331,22452,24857,27509,32276,28944,26446,24639,27923,33107,25182,18578,13416,6674,1821,306,6482,55179,242273,127007,65977,22217,251704
2810,28,兵庫10区,412472,4471,0.010839523652514595,兵庫10区,184388,1686,1678,98,25,12842,45960,957,2608,9645,27018,2995,2855,6673,8723,6018,8066,23509,1442,10662,5888,6718,1784,58827,117059,兵庫10区,412472,15125,18199,19321,20054,19250,18885,20826,23465,27181,33186,27717,24494,23114,27537,32297,25285,16319,9910,4261,1059,136,4851,52645,238172,116804,56970,15366,245655
2811,28,兵庫11区,486958,9591,0.01969574378077781,兵庫11区,225948,1422,1372,92,60,19029,50253,1558,2895,11643,36339,4579,4229,7318,11679,7441,10404,29505,1459,13465,5805,6773,1514,69342,148319,兵庫11区,486958,19541,21964,23056,23770,24035,24009,25287,28107,32184,39734,33845,30087,26263,28019,33303,26697,18987,12600,5486,1504,218,8262,64561,287321,126814,65492,19808,291570
2812,28,兵庫12区,331362,3070,0.00926479197976835,兵庫12区,154413,4297,3957,824,65,12060,40105,890,985,7626,20659,2167,1452,3649,6842,4757,7697,21678,1842,8589,4815,3414,5121,52230,93648,兵庫12区,331362,10252,13323,14932,15272,12622,11713,14090,16772,19815,23918,20287,20405,21490,25926,29142,21868,15757,11404,5685,1716,262,4711,38507,176384,111760,56692,19067,187038
2901,29,奈良1区,466384,4102,0.008795327455487324,奈良1区,196086,2180,2084,2,4,10015,23482,1066,6046,7362,34068,6449,6197,9209,11572,7070,14826,29283,1205,12240,8237,5573,2182,33501,154830,奈良1区,466384,15762,19045,20512,22286,22075,17658,20193,24380,29041,36672,32708,29141,27292,30950,37426,29838,21054,13699,6673,1827,309,7843,55319,261446,141776,73400,22508,270110
2902,29,奈良2区,451842,3806,0.008423298409621062,奈良2区,197449,4502,4446,58,9,10933,34754,976,3994,9625,31806,4481,3718,5622,9778,6586,11663,30058,1497,13680,7225,6484,4560,45696,140709,奈良2区,451842,16295,19079,20662,23932,21418,18549,20833,23913,27895,34465,30603,27485,25876,30345,35916,28867,20114,13107,6131,1768,257,4332,56036,254969,136505,70244,21263,261382
2903,29,奈良3区,406247,3597,0.008854219231157399,奈良3区,179978,6834,6172,13,27,12333,31155,949,2479,7820,28823,3604,2875,4592,8689,6004,9088,27347,2070,11828,7392,6056,6847,43515,123560,奈良3区,406247,12114,14523,16279,17845,17580,16595,17860,19869,23210,28343,26524,26818,26616,30646,34634,27498,20749,13770,6783,1922,293,5776,42916,221260,136295,71015,22768,234061
3001,30,和歌山1区,469512,3825,0.008146756632418341,和歌山1区,211580,8080,8020,218,24,15328,32248,1157,2643,12235,32410,4961,3424,5574,10763,6754,11063,33383,1596,12604,9060,8055,8298,47600,147627,和歌山1区,469512,16849,19216,20123,20943,20415,20686,23028,25316,28914,36246,32373,30701,28492,30957,36686,29286,21402,14676,7022,1918,301,3962,56188,267114,142248,74605,23917,277128
3002,30,和歌山2区,453072,2204,0.004864568986827701,和歌山2区,217200,24837,23895,1638,32,16553,27830,1212,1541,7753,30556,3477,2053,3829,12486,7008,10683,33801,3652,12210,9697,6352,26475,44415,139958,和歌山2区,453072,13623,16840,18709,19007,14679,15933,18668,21736,25425,31060,28424,30112,31546,35576,39605,30738,24618,19200,10209,2880,426,4058,49172,236590,163252,88071,32715,253159
3101,31,鳥取1区,277037,1913,0.006905214826900378,鳥取1区,133629,8511,7986,406,21,10290,18136,688,1865,4317,18934,3420,1502,3323,6802,4140,7998,21812,1326,8328,7146,4664,8917,28447,91601,鳥取1区,277037,10031,11627,12233,13045,11414,10766,12976,15495,17444,18597,15955,17022,18924,21383,20944,14478,12396,10256,5941,1761,312,4037,33891,151638,87471,45144,18270,159976
3102,31,鳥取2区,276370,2397,0.008673155552339256,鳥取2区,135724,11213,10914,583,29,10328,17973,612,1329,6711,20106,2537,1586,3181,7021,4290,6915,22095,1587,7530,6906,3192,11796,28330,92406,鳥取2区,276370,10563,11779,12097,11905,10022,11176,12771,15293,17332,19396,16169,16326,17974,20354,21890,16065,13064,10346,5727,1821,308,3992,34439,148364,89575,47331,18202,156813
3201,32,島根1区,312233,2060,0.006597637021070803,島根1区,153589,8150,7570,1362,81,13208,18522,1292,2323,5464,21789,3593,2091,4035,8336,4771,8600,24987,2001,10588,8298,4098,9512,31811,108168,島根1区,312233,11234,13147,13595,14422,12318,12270,13874,16418,18772,21228,18313,18595,19941,22661,25029,17788,15224,12839,6949,2181,376,5059,37976,166151,103047,55357,22345,174390
3202,32,島根2区,358893,6170,0.017191753530996702,島根2区,179003,10922,10109,1006,149,16236,27897,1117,1223,6350,25133,2682,1738,4462,8021,5366,9576,31628,3011,10085,7567,4834,11928,44282,117959,島根2区,358893,13162,14957,15546,15391,11861,14338,16380,18697,21737,23477,20006,20868,23750,27424,30277,21226,18321,15708,8651,2747,480,3889,43665,186505,124834,67133,27586,198538
3301,33,岡山1区,414013,7814,0.01887380347960088,岡山1区,189164,6354,6259,235,44,12545,26032,751,4400,9378,30211,4828,4097,6157,10745,6009,12748,29804,1311,11498,7582,4435,6589,38621,139519,岡山1区,414013,15246,16810,17071,20492,24721,20992,21061,23335,26394,30410,25264,23285,22586,23887,28059,21939,16075,12727,6583,1884,311,14881,49127,238540,111465,59519,21505,241935
3302,33,岡山2区,502747,6572,0.013072181435195038,岡山2区,230758,6408,6366,410,24,18862,38697,925,4143,14776,38146,4880,4133,6495,9634,7312,12094,34268,1626,14188,6586,7151,6818,57583,159206,岡山2区,502747,19573,21769,22900,23997,22861,23327,25214,28478,32186,38975,31736,29378,28868,31506,38227,29723,20860,15329,7553,2135,366,7786,64242,285020,145699,75966,25383,292529
3303,33,岡山3区,484712,6302,0.013001534932083381,岡山3区,232697,18312,17240,252,238,16592,51036,968,1516,11453,31140,3263,1869,4109,9174,6514,11329,33875,3317,11409,8531,7800,18564,67866,138467,岡山3区,484712,15916,18872,20682,21905,18809,18276,21119,24055,27723,31863,27636,28093,32553,36712,41164,30772,25661,21326,11971,3635,621,5348,55470,252032,171862,93986,37553,266839
3304,33,岡山4区,486960,4428,0.00909314933464761,岡山4区,215140,3556,3533,172,45,18937,44102,1077,2505,14553,32517,3857,3363,5277,10081,6632,10416,32037,1263,12203,4885,7662,3728,63084,140666,岡山4区,486960,18481,20607,21425,22037,21669,21368,23199,25592,28864,35719,28516,24954,24884,27832,33945,27267,18825,12963,6163,1672,298,40680,60513,256802,128965,67188,21096,262597
3401,34,広島1区,501230,9227,0.018408714562177044,広島1区,237259,625,567,353,7,16625,30156,2350,7465,12208,39724,6847,7249,10473,14465,7949,12132,33568,1440,16689,10147,6787,978,46788,182706,広島1区,501230,20312,21711,21303,21542,23558,26976,28775,30815,34350,41365,35632,31419,26990,27757,32467,24856,17623,12171,5931,1753,292,13632,63326,301422,122850,62626,20147,307637
3402,34,広島2区,470287,6136,0.013047351936158134,広島2区,223359,1853,1756,734,7,17733,30850,1333,5930,13294,41693,4955,5699,8216,11588,7664,10940,30880,1517,14739,7143,6591,2587,48590,165591,広島2区,470287,18730,21137,21022,21099,20158,21586,24427,27264,30754,36134,30505,28128,27297,30089,33513,24167,17008,11999,6268,1873,306,16823,60889,267352,125223,61621,20446,276342
3403,34,広島3区,513053,6552,0.012770610443755324,広島3区,240852,6033,5732,58,29,21043,37650,1381,5135,14244,40159,4765,5251,7189,10905,7764,12880,33291,2143,15236,8172,7524,6091,58722,168515,広島3区,513053,20401,24201,25888,26439,24043,23153,25104,28845,34570,42041,34509,28667,27157,30711,37751,29171,20363,13706,7137,2280,425,6491,70490,294528,141544,73082,23548,298800
3404,34,広島4区,487115,10806,0.022183673259907825,広島4区,228689,6384,6268,1880,41,13828,50750,1295,2062,12315,30380,3196,2954,5620,10243,6517,12769,31950,1968,12785,15198,6554,8264,64619,149252,広島4区,487115,16412,19640,20941,23569,26482,21774,22893,25234,29204,35217,30367,27750,27311,31162,39723,31886,22660,16144,8041,2467,454,7784,56993,269801,152537,81652,27106,277394
3405,34,広島5区,367087,6781,0.018472460206980908,広島5区,176029,14391,13838,212,62,12149,37724,652,828,7959,24135,2219,1689,3648,7824,5106,7314,28014,2498,9478,5543,4584,14603,49935,106907,広島5区,367087,11019,14035,15271,14926,12374,13508,15389,17853,20606,24711,21122,21357,24722,29234,32928,25178,20215,16963,9612,3000,480,2584,40325,186568,137610,75448,30055,200876
3406,34,広島6区,460930,8231,0.017857375306445666,広島6区,212140,2894,2833,165,29,16906,47555,719,2052,12146,34894,3777,3062,5645,9826,6865,9904,29801,1623,11590,4534,8153,3059,64490,136438,広島6区,460930,18229,20915,21511,20801,20464,21949,23941,26420,30144,35478,28868,25960,26358,30457,34111,26584,19094,13052,6528,1999,342,7725,60655,260383,132167,67599,21921,270039
3501,35,山口1区,470515,4404,0.009359956643252607,山口1区,221642,6306,5986,469,84,18741,34210,1377,2724,11420,34921,4201,3121,5838,11275,7234,12671,36567,1862,12890,12038,3693,6775,53035,158139,山口1区,470515,17271,19798,20431,22677,22564,19616,22375,25832,29692,34187,28782,27117,28080,32306,37693,27051,21087,16136,8091,2423,430,6876,57500,260922,145217,75218,27080,270551
3502,35,山口2区,452720,4417,0.009756582435059198,山口2区,202126,6177,5908,728,67,20291,38976,1246,1763,10063,29062,3304,2616,4632,8910,6580,9058,30703,2176,12920,8303,4551,6905,59334,131336,山口2区,452720,14880,17355,19207,18765,15013,17462,19267,22261,26695,33289,27997,25995,28364,33287,39926,32172,23702,17516,8803,2751,456,7557,51442,235108,158613,85400,29526,249630
3503,35,山口3区,418824,5557,0.013268103069547113,山口3区,196934,9840,9466,1745,297,15735,31391,1091,1599,10819,29947,4141,2685,3813,10900,6879,9196,32496,2348,10890,7497,3625,11585,47423,134301,山口3区,418824,12295,15428,16943,17110,15671,14693,16520,20523,24056,28081,24794,24642,27872,34512,39289,28969,23514,17966,8846,2613,418,4069,44666,213962,156127,82326,29843,231364
3601,36,徳島1区,421455,2626,0.0062307956958631405,徳島1区,191698,11452,11030,1448,53,14210,26091,1205,2397,6859,28708,4857,2957,5206,9450,5701,10924,32771,1972,10906,9231,5300,12900,40354,133144,徳島1区,421455,13243,15001,15913,17198,16656,15709,18144,21216,24020,28205,24638,25184,26287,30161,33777,24505,19835,15178,7832,2233,327,26193,44157,217257,133848,69910,25570,230220
3602,36,徳島2区,298104,2407,0.00807436330944905,徳島2区,136588,11099,10760,449,73,10849,23254,491,1051,5709,18605,2331,1509,2829,6014,4153,6511,23126,1619,7256,5950,3710,11548,34176,87154,徳島2区,298104,9408,11430,12134,12144,10222,10603,12941,15987,18677,20651,17905,18078,21192,25362,26374,17473,14619,12156,6522,1740,252,2234,32972,158400,104498,52762,20670,171618
3701,37,香川1区,371090,3108,0.0083753267401439,香川1区,171269,3430,3359,489,61,13070,18624,1809,4184,8385,30439,5365,3972,5683,9956,5778,9556,24603,1838,10756,8219,5052,3919,31755,130543,香川1区,371090,14114,15717,16320,16387,14449,16143,18634,21405,24944,28970,23861,21381,21102,23007,27038,19009,14735,11164,5854,1661,309,14886,46151,207276,102777,52732,18988,213896
3702,37,香川2区,297585,3213,0.010796915167095116,香川2区,138500,7411,7317,613,72,11168,25166,685,1511,7656,21167,2617,1850,3508,6046,4239,6688,20552,1713,7405,4649,3784,8024,36406,90286,香川2区,297585,9329,11498,12709,13242,10983,11023,12644,15062,18460,21962,18177,17354,19301,22333,27266,19162,14363,11115,5799,1624,284,3895,33536,158208,101946,52347,18822,167299
3703,37,香川3区,281569,4533,0.016099073406518474,香川3区,133427,8475,8412,374,44,9388,30357,588,858,6835,18046,2154,1343,2821,6131,3951,6277,18129,1453,6326,5530,4347,8849,39789,80442,香川3区,281569,9959,11784,12327,12906,11043,11981,13453,15161,17935,19888,16377,16179,17649,20216,23772,16295,13337,10625,5681,1603,281,3117,34070,152572,91810,47822,18190,159882
3801,38,愛媛1区,511192,2672,0.005226998857572106,愛媛1区,213929,5653,5504,211,10,15664,20819,898,5325,9759,36306,7040,4452,7095,12901,7917,11946,35337,2098,15438,8097,6963,5864,36493,164609,愛媛1区,511192,18229,21222,22229,23861,22832,21999,24465,28198,32734,38252,32258,30854,30745,33100,35834,26221,19563,14587,7759,2158,352,23740,61680,286198,139574,70640,24856,295437
3802,38,愛媛2区,461664,6573,0.014237627365356623,愛媛2区,214370,8536,8335,779,122,17520,53037,1162,1133,12159,29428,3650,2178,5425,9059,6247,8789,31478,2425,10389,5969,4885,9315,70679,129491,愛媛2区,461664,15203,18205,19927,18479,15284,18557,21296,24363,28023,33392,27804,28032,28770,34091,39826,29178,22863,17081,9043,2743,491,9013,53335,244000,155316,81399,29358,259612
3803,38,愛媛3区,361985,1914,0.005287511913477078,愛媛3区,173003,21670,20697,4017,42,13977,19037,1053,1080,7687,24301,2679,1441,3341,7317,5288,7972,29322,3219,8789,7323,3448,25687,33056,110812,愛媛3区,361985,10486,13477,14786,14065,10218,11175,13705,17316,20499,23428,21373,23101,26660,31068,33824,24104,21300,16812,9285,2588,408,2307,38749,181540,139389,74497,29093,198543
